final_url,final_url_domain,final_url_website,target_url_agency_owner,target_url_bureau_owner,scan_date,dap_detected_final_url
https://www.unicor.gov/,unicor.gov,www.unicor.gov,Department of Justice,Unicor,2023-06-10T03:05:21.954Z,TRUE
https://www.usa.gov/,usa.gov,www.usa.gov,General Services Administration,"GSA, TTS",2023-06-10T03:05:09.122Z,TRUE
https://www.usability.gov/,usability.gov,www.usability.gov,General Services Administration,U.S. General Services Administration,2023-06-10T03:29:29.808Z,TRUE
https://www.usadf.gov/,usadf.gov,www.usadf.gov,United States African Development Foundation,African Development Foundation,2023-06-10T03:05:59.718Z,FALSE
https://www.usagm.gov/,usagm.gov,www.usagm.gov,United States Agency for Global Media,IBB/VOA/BBG,2023-06-10T00:45:08.664Z,TRUE
https://www.usaid.gov/,usaid.gov,www.usaid.gov,U.S. Agency for International Development,M/CIO,2023-06-10T03:06:47.033Z,TRUE
https://www.usajobs.gov/,usajobs.gov,www.usajobs.gov,Office of Personnel Management,OPM Human Resource Solutions,2023-06-10T01:14:28.061Z,TRUE
https://www.usap.gov/,usap.gov,www.usap.gov,National Science Foundation,"National Science Foundation, Office of Polar Programs",2023-06-10T03:09:47.480Z,TRUE
https://www.usaspending.gov/,usaspending.gov,www.usaspending.gov,Department of the Treasury,"General Services Administration, Office of Citizen Services",2023-06-10T03:08:00.499Z,TRUE
https://www.usatlas.org/,usatlas.org,www.usatlas.org,Department of Energy,Brookhaven National Laboratory,2023-06-10T00:42:16.460Z,FALSE
https://www.usbg.gov/,usbg.gov,www.usbg.gov,Architect of the Capitol,AOC,2023-06-10T03:09:14.416Z,FALSE
https://www.uscavc.gov/,uscavc.gov,www.uscavc.gov,U.S. Courts,US Court of Appeals for Veterans Claims,2023-06-10T03:08:04.586Z,FALSE
https://www.uscc.gov/,uscc.gov,www.uscc.gov,U.S.-China Economic and Security Review Commission,U.S. - China Economic and Security Review Commission,2023-06-10T03:08:20.281Z,FALSE
https://www.usccr.gov/,usccr.gov,www.usccr.gov,U.S. Commission on Civil Rights,ASCD-CIO,2023-06-10T03:08:40.686Z,TRUE
https://www.uscirf.gov/,uscirf.gov,www.uscirf.gov,U.S. Commission on International Religious Freedom,US Commission on International Religious Freedom,2023-06-10T03:08:26.821Z,FALSE
https://www.uscis.gov/,uscis.gov,www.uscis.gov,Department of Homeland Security,USCIS,2023-06-10T02:57:14.354Z,TRUE
https://www.uscourts.gov/,uscourts.gov,www.uscourts.gov,U.S. Courts,U.S. Courts,2023-06-10T03:14:15.439Z,TRUE
https://www.uscp.gov/,uscp.gov,www.uscp.gov,U.S. Capitol Police,U.S. Capitol Police,2023-06-10T03:08:35.788Z,FALSE
https://www.uscurrency.gov/,uscurrency.gov,www.uscurrency.gov,Federal Reserve Board of Governors,Federal Reserve Board,2023-06-10T03:31:30.265Z,FALSE
https://www.usda.gov/,usda.gov,www.usda.gov,U.S. Department of Agriculture,USDA,2023-06-10T01:12:06.336Z,TRUE
https://www.usdebitcard.gov/,usdebitcard.gov,www.usdebitcard.gov,Department of the Treasury,Department of the Treasury - FMS,2023-06-10T03:12:19.094Z,TRUE
https://www.usds.gov/,usds.gov,www.usds.gov,Executive Office of the President,United States Digital Service,2023-06-10T03:12:41.528Z,TRUE
https://www.usfa.fema.gov/,fema.gov,www.usfa.fema.gov,Department of Homeland Security,FEMA,2023-06-10T01:16:00.153Z,FALSE
https://www.usgovernmentmanual.gov/,usgovernmentmanual.gov,www.usgovernmentmanual.gov,Government Publishing Office,Office of Federal Register (NF),2023-06-10T03:13:57.379Z,FALSE
https://www.usgs.gov/,usgs.gov,www.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:08:24.104Z,TRUE
https://www.usich.gov/,usich.gov,www.usich.gov,United States Interagency Council on Homelessness,United States Interagency Council on Homelessness,2023-06-10T02:00:31.582Z,FALSE
https://www.usitc.gov/,usitc.gov,www.usitc.gov,United States International Trade Commission,OCIO,2023-06-10T03:33:59.894Z,TRUE
https://www.uslarp.org/,uslarp.org,www.uslarp.org,Department of Energy,Fermi National Accelerator Laboratory,2023-06-10T01:16:23.195Z,FALSE
https://www.usmarshals.gov/,usmarshals.gov,www.usmarshals.gov,Department of Justice,U.S. Marshals Service,2023-06-10T03:19:42.898Z,TRUE
https://www.usmint.gov/,usmint.gov,www.usmint.gov,Department of the Treasury,Department of the Treasury - U.S. Mint,2023-06-10T03:08:45.057Z,TRUE
https://www.usphs.gov/,usphs.gov,www.usphs.gov,Department of Health and Human Services,Office of the Secretary,2023-06-10T03:18:14.542Z,TRUE
https://www.uspis.gov/,uspis.gov,www.uspis.gov,United States Postal Service,U.S. Postal Service,2023-06-10T03:18:52.595Z,FALSE
https://www.uspreventiveservicestaskforce.org/apps/,uspreventiveservicestaskforce.org,www.uspreventiveservicestaskforce.org,Department of Health and Human Services,Agency for Healthcare Research and Quality,2023-06-10T00:27:21.354Z,FALSE
https://www.usps.com/,usps.com,www.usps.com,United States Postal Service,U.S. Postal Service,2023-06-10T03:19:39.928Z,TRUE
https://www.uspsoig.gov/,uspsoig.gov,www.uspsoig.gov,United States Postal Service,USPS Office of Inspector General,2023-06-10T03:21:21.343Z,FALSE
https://www.uspto.gov/,uspto.gov,www.uspto.gov,Department of Commerce,USPTO,2023-06-10T03:12:08.583Z,TRUE
https://www.usqcd.org/,usqcd.org,www.usqcd.org,Department of Energy,Fermi National Accelerator Laboratory,2023-06-10T01:17:36.751Z,FALSE
https://www.ussc.gov/,ussc.gov,www.ussc.gov,U.S. Courts,US Sentencing Commission,2023-06-10T03:20:37.401Z,FALSE
https://www.ustaxcourt.gov/,ustaxcourt.gov,www.ustaxcourt.gov,U.S. Courts,United States Tax Court,2023-06-10T03:20:43.622Z,FALSE
https://www.ustda.gov/,ustda.gov,www.ustda.gov,United States Trade and Development Agency,US Trade and Development Agency,2023-06-10T03:19:22.414Z,FALSE
https://www.va.gov/,va.gov,www.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:24:16.254Z,TRUE
https://www.vaccines.gov/,vaccines.gov,www.vaccines.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,2023-06-10T02:04:30.030Z,FALSE
https://www.vacunas.gov/,vacunas.gov,www.vacunas.gov,Department of Health and Human Services,Centers for Disease Control and Prevention,2023-06-10T03:24:42.543Z,FALSE
https://www.vaforvets.va.gov/,va.gov,www.vaforvets.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:33:33.302Z,TRUE
https://www.vcf.gov/,vcf.gov,www.vcf.gov,Department of Justice,U. S. Department of Justice,2023-06-10T03:26:07.292Z,TRUE
http://www.virtualsolar.org/cgi-bin/search,virtualsolar.org,www.virtualsolar.org,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T03:58:56.428Z,TRUE
https://www.visitthecapitol.gov/,visitthecapitol.gov,www.visitthecapitol.gov,Architect of the Capitol,Architect of the Capitol,2023-06-10T03:23:32.818Z,FALSE
https://www.visn2.va.gov/,va.gov,www.visn2.va.gov,Department of Veterans Affairs,"Office of Information and Technology, IT Operations and Services (ITOPS)",2023-06-10T03:21:59.266Z,TRUE
https://www.voanews.com/,voanews.com,www.voanews.com,United States Agency for Global Media,VOA,2023-06-10T03:24:32.444Z,FALSE
https://www.volunteer.gov/s/,volunteer.gov,www.volunteer.gov,Department of the Interior,National Park Service,2023-06-10T03:14:35.939Z,TRUE
https://www.wapa.gov/Pages/Western.aspx,wapa.gov,www.wapa.gov,Department of Energy,Western Area Power Administration,2023-06-10T03:25:41.217Z,FALSE
https://www.wbdg.org/dod/specsintact/,wbdg.org,www.wbdg.org,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:05:25.415Z,FALSE
https://www.weather.gov/,weather.gov,www.weather.gov,Department of Commerce,National Oceanic and Atmospheric Administration,2023-06-10T03:13:25.150Z,TRUE
https://www.webharvest.gov/,webharvest.gov,www.webharvest.gov,National Archives and Records Administration,National Archives and Records Administration,2023-06-10T03:25:05.824Z,TRUE
https://www.werri.lbl.gov/,lbl.gov,www.werri.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:55:23.195Z,FALSE
https://www.whistleblower.gov/,whistleblower.gov,www.whistleblower.gov,Commodity Futures Trading Commission,U.S. Commodity Futures Trading Commission,2023-06-10T03:24:33.721Z,TRUE
https://www.whistleblowers.gov/,whistleblowers.gov,www.whistleblowers.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T03:25:09.211Z,TRUE
https://www.whitehouse.gov/,whitehouse.gov,www.whitehouse.gov,Executive Office of the President,Office of Administration,2023-06-10T01:10:03.050Z,TRUE
https://www.wildfire.gov/,wildfire.gov,www.wildfire.gov,U.S. Department of Agriculture,National Wildfire Coordinating Group (NWCG),2023-06-10T02:38:31.144Z,FALSE
https://www.wlci.gov/#/,wlci.gov,www.wlci.gov,Department of the Interior,US Geological Survey,2023-06-10T03:26:29.884Z,FALSE
https://www.womenshealth.gov/,womenshealth.gov,www.womenshealth.gov,Department of Health and Human Services,"Office of Public Health and Science, Office on Women's Health",2023-06-10T03:26:59.968Z,TRUE
https://www.womenshistorymonth.gov/,womenshistorymonth.gov,www.womenshistorymonth.gov,Library of Congress,Library of Congress,2023-06-10T03:27:47.733Z,FALSE
https://www.worker.gov/,worker.gov,www.worker.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T03:13:28.690Z,TRUE
https://www.worldwar1centennial.org/,worldwar1centennial.org,www.worldwar1centennial.org,The United States World War One Centennial Commission,The United States World War One Centennial Commission,2023-06-10T03:28:36.233Z,FALSE
https://www.wrp.gov/wrp,wrp.gov,www.wrp.gov,Department of Labor,Office of The Chief Information Officer (OCIO),2023-06-10T03:13:48.235Z,TRUE
https://www.wwtg.gov/,wwtg.gov,www.wwtg.gov,Department of Commerce,International Trade Administration,2023-06-10T03:28:09.638Z,FALSE
https://www.xd.gov/,xd.gov,www.xd.gov,Department of Commerce,Bureau of the Census,2023-06-10T03:28:44.453Z,FALSE
https://www1-beta.usgs.gov/,usgs.gov,www1-beta.usgs.gov,Department of the Interior,U.S. Geological Survey,2023-06-10T03:08:06.994Z,FALSE
https://www1.grc.nasa.gov/facilities/gvis/,nasa.gov,www1.grc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T01:22:16.553Z,TRUE
https://www2.census.gov/,census.gov,www2.census.gov,Department of Commerce,U.S. Census Bureau,2023-06-10T00:50:18.398Z,TRUE
https://www2.ed.gov/about/offices/list/ocr/data.html,ed.gov,www2.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T01:05:59.321Z,TRUE
https://www2a.cdc.gov/,cdc.gov,www2a.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T00:48:30.393Z,FALSE
https://www2c.cdc.gov/medialibrary/index.aspx#/results,cdc.gov,www2c.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T00:49:02.786Z,TRUE
https://www3.fcc.gov/,fcc.gov,www3.fcc.gov,Federal Communications Commission,Federal Communications Commission,2023-06-10T01:13:55.264Z,FALSE
https://www4.eere.energy.gov/,energy.gov,www4.eere.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:09:32.089Z,FALSE
https://www4.rcf.bnl.gov/,bnl.gov,www4.rcf.bnl.gov,Department of Energy,Brookhaven National Laboratory,2023-06-10T00:43:10.716Z,FALSE
https://www5.eere.energy.gov/,energy.gov,www5.eere.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:08:48.314Z,FALSE
https://www5.fdic.gov/,fdic.gov,www5.fdic.gov,Federal Deposit Insurance Corporation,Federal Deposit Insurance Corporation,2023-06-10T01:16:22.488Z,FALSE
https://www6.eere.energy.gov/,energy.gov,www6.eere.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:09:53.640Z,FALSE
https://www7.eere.energy.gov/,energy.gov,www7.eere.energy.gov,Department of Energy,"US Department of Energy, Office of the CIO",2023-06-10T01:10:02.301Z,FALSE
https://wwwapps.nimh.nih.gov/,nih.gov,wwwapps.nimh.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:39:06.087Z,FALSE
https://wwwastro.msfc.nasa.gov/,nasa.gov,wwwastro.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:01:51.041Z,TRUE
https://wwwkc.fiscal.treasury.gov/,treasury.gov,wwwkc.fiscal.treasury.gov,Department of the Treasury,Department of the Treasury - OCIO,2023-06-10T03:02:35.227Z,TRUE
https://wwwn.cdc.gov/,cdc.gov,wwwn.cdc.gov,Department of Health and Human Services,Centers For Disease Control and Prevention,2023-06-10T00:48:30.571Z,FALSE
https://wx1.bnl.gov/,bnl.gov,wx1.bnl.gov,Department of Energy,Brookhaven National Laboratory,2023-06-10T00:43:56.655Z,FALSE
https://wxde.fhwa.dot.gov/,dot.gov,wxde.fhwa.dot.gov,Department of Transportation,United States Department of Transportation,2023-06-10T01:07:50.742Z,FALSE
https://wy.blm.gov/,blm.gov,wy.blm.gov,Department of the Interior,Bureau of Land Management - Main Domain,2023-06-10T00:42:54.841Z,FALSE
https://wyandotte.nsopw.gov/,nsopw.gov,wyandotte.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T02:37:51.820Z,FALSE
https://wye.nci.nih.gov/,nih.gov,wye.nci.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:39:04.925Z,FALSE
https://xanth.msfc.nasa.gov/,nasa.gov,xanth.msfc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:28:28.381Z,TRUE
https://xanth.nsstc.nasa.gov/,nasa.gov,xanth.nsstc.nasa.gov,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,2023-06-10T02:07:29.692Z,TRUE
https://xcams.ornl.gov/xcams/,ornl.gov,xcams.ornl.gov,Department of Energy,Oak Ridge National Laboratory,2023-06-10T02:42:09.348Z,FALSE
https://xdb.lbl.gov/,lbl.gov,xdb.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:54:28.542Z,FALSE
https://xen.cc.nih.gov/logon/vpn/index-ext.html,nih.gov,xen.cc.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T02:27:31.400Z,FALSE
https://xform.irp.nia.nih.gov/login.php,nih.gov,xform.irp.nia.nih.gov,Department of Health and Human Services,National Institutes of Health,2023-06-10T01:38:36.299Z,TRUE
https://xoc.fnal.gov/,fnal.gov,xoc.fnal.gov,Department of Energy,Fermi National Accelerator Laboratory,2023-06-10T01:18:56.618Z,FALSE
https://xpdb.nist.gov/,nist.gov,xpdb.nist.gov,Department of Commerce,National Institute of Standards and Technology (NIST),2023-06-10T01:39:36.714Z,FALSE
https://xrayfuelspray.es.anl.gov/,anl.gov,xrayfuelspray.es.anl.gov,Department of Energy,Argonne National Laboratory,2023-06-10T00:42:14.228Z,FALSE
https://xraytoolkit.sandia.gov/,sandia.gov,xraytoolkit.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T02:57:51.461Z,FALSE
https://xstack.sandia.gov/,sandia.gov,xstack.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T02:55:15.560Z,FALSE
https://xtk-recon.sandia.gov/,sandia.gov,xtk-recon.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T02:54:34.135Z,FALSE
https://xyce.sandia.gov/,sandia.gov,xyce.sandia.gov,Department of Energy,Sandia National Laboratories,2023-06-10T02:55:10.159Z,TRUE
https://y10online.federalreserve.gov/Y10/login,federalreserve.gov,y10online.federalreserve.gov,Federal Reserve Board of Governors,Federal Reserve Bank,2023-06-10T01:15:44.108Z,FALSE
https://y4y.ed.gov/,ed.gov,y4y.ed.gov,Department of Education,Office of Chief Information Officer,2023-06-10T01:08:21.898Z,FALSE
https://yakama.nsopw.gov/,nsopw.gov,yakama.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T03:30:10.395Z,FALSE
https://yankton.nsopw.gov/,nsopw.gov,yankton.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T02:38:40.803Z,FALSE
https://yavapaiapache.nsopw.gov/,nsopw.gov,yavapaiapache.nsopw.gov,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",2023-06-10T02:38:05.863Z,FALSE
https://yellowcab-green-f5.lanl.gov/,lanl.gov,yellowcab-green-f5.lanl.gov,Department of Energy,Los Alamos National Laboratory,2023-06-10T01:36:48.039Z,FALSE
https://yellowcab.lanl.gov/,lanl.gov,yellowcab.lanl.gov,Department of Energy,Los Alamos National Laboratory,2023-06-10T03:35:21.478Z,FALSE
https://yiliu.lbl.gov/,lbl.gov,yiliu.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:53:22.307Z,FALSE
https://yoga.lbl.gov/,lbl.gov,yoga.lbl.gov,Department of Energy,Lawrence Berkeley National Laboratory,2023-06-10T03:48:00.500Z,FALSE
https://yosemite.epa.gov/,epa.gov,yosemite.epa.gov,Environmental Protection Agency,Environmental Protection Agency,2023-06-10T01:08:13.917Z,FALSE
https://yourtickettowork.ssa.gov/,ssa.gov,yourtickettowork.ssa.gov,Social Security Administration,SSA/OSOHE/Division of Network Engineering,2023-06-10T03:32:55.187Z,TRUE
https://youth.gov/,youth.gov,youth.gov,Department of Health and Human Services,"Assistant Secretary for Planning and Evaluation, Office of the Secretary",2023-06-10T03:27:29.860Z,TRUE
