final_url,target_url_agency_owner,target_url_bureau_owner,dap_detected_final_url
https://ttsors.nsopw.gov/Login?ReturnUrl=%2F,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://tuckerlab.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://tulalip.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://tunnel.frb.gov/+CSCOE+/logon.html?fcadbadd=1#form_title_text,Federal Reserve Board of Governors,Federal Reserve Board,FALSE
https://turbmodels.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://tutorial.consumersentinel.gov/,Federal Trade Commission,Division of Consumer Response & Operations (DCRO),FALSE
https://tvaoigmdc1.tvaoig.gov/mifs/user/login.jsp,Tennessee Valley Authority,Tennessee Valley Authority Office of Inspector General,FALSE
https://tvu.tsa.dhs.gov/,Department of Homeland Security,Headquarters,FALSE
https://txdata.usgs.gov/,Department of the Interior,U.S. Geological Survey,TRUE
https://txgeo.usgs.gov/,Department of the Interior,U.S. Geological Survey,FALSE
https://u02.eftps.gov/,Department of the Treasury,Department of the Treasury - IRS,FALSE
https://u03.eftps.gov/dataexchange/,Department of the Treasury,Department of the Treasury - IRS,FALSE
https://ua.peacecorps.gov/global-protect/login.esp,U.S. Peace Corps,Peace Corps,FALSE
https://uars.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://uas-api.faa.gov/en-US/index.html,Department of Transportation,Federal Aviation Administration,FALSE
https://uat0.dsrs.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://uat0.ses.api.healthcare.gov/,Department of Health and Human Services,Centers for Medicare and Medicaid Services,FALSE
https://uatfoodbuyingguide.fns.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://uatmis.mcc.gov/Login,Millennium Challenge Corporation,MCC,FALSE
https://uatpstrainingtracker.fns.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://uatvipssp.dmcseddebt.ed.gov/vipssp/,Department of Education,Office of Chief Information Officer,FALSE
https://uavsar.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://ubid.pnnl.gov/,Department of Energy,Pacific Northwest National Laboratory,FALSE
https://ucceventsupport.cit.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://uclahep-ns1.ecfr.gov/,Government Publishing Office,US Government Publishing Office,TRUE
https://ucportal.acf.hhs.gov/,Department of Health and Human Services,Office of the Secretary,FALSE
https://ucum.lhcaws-stage.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://ucum.lhcaws.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://ucum.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://udall.gov/,Morris K. Udall and Stewart L. Udall Foundation,Morris K Udall Foundation,FALSE
https://uec.foundry.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://uenroll.dhs.gov/,Department of Homeland Security,Headquarters,TRUE
https://ugo.nichd.nih.gov/,Department of Health and Human Services,National Institutes of Health,FALSE
https://ugv.cbp.dhs.gov/,Department of Homeland Security,Headquarters,FALSE
https://umbra.nascom.nasa.gov/index.html/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://umbra.sandia.gov/,Department of Energy,Sandia National Laboratories,TRUE
https://umesc-gisdb03.er.usgs.gov/,Department of the Interior,U.S. Geological Survey,FALSE
https://unavailable.tva.gov/careers/,Tennessee Valley Authority,TVA IT,FALSE
https://uncertainty.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),FALSE
https://unemploymentinsurance.doleta.gov/,Department of Labor,Office of The Chief Information Officer (OCIO),FALSE
https://unicor.gov/,Department of Justice,Unicor,TRUE
https://unitedkeetoowahband.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://unitedwestand.gov/,Executive Office of the President,Domestic Policy Council,FALSE
https://unitsml.nist.gov/,Department of Commerce,National Institute of Standards and Technology (NIST),TRUE
https://universalenroll.tsa.dhs.gov/,Department of Homeland Security,Headquarters,TRUE
https://universalenroll.tsa.gov/,Department of Homeland Security,Transportation Security Administration,TRUE
https://universe.gsfc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://universe.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://unwritten-record.blogs.archives.gov/,National Archives and Records Administration,National Archives and Records Administration,TRUE
https://upc-bugs.lbl.gov/bugzilla/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://upc.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://upperskagit.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://uq.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://uqtools.larc.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://urban.jpl.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://urban.wr.usgs.gov/,Department of the Interior,U.S. Geological Survey,TRUE
https://ures.ornl.gov/~ureserve/ureserve.html,Department of Energy,Oak Ridge National Laboratory,FALSE
https://urs.earthdata.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,TRUE
https://ursdapp.urs.eosdis.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://urspapp.urs.eosdis.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://usaauth.okta.com/,Department of Justice,U.S. Department of Justice,FALSE
https://usaccess-alp.gsa.gov/login,General Services Administration,"GSA, IDI, ECAS II",FALSE
https://usace.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usacestpaul.usajobs.gov/Search/Results?a=ARCE&k=St.%20Paul%20District&p=1,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usaconnect.justice.gov/+CSCOE+/logon.html,Department of Justice,U.S. Department of Justice,FALSE
https://usaconnect2.justice.gov/+CSCOE+/logon.html#form_title_text,Department of Justice,U.S. Department of Justice,FALSE
https://usadf.gov/,United States African Development Foundation,African Development Foundation,FALSE
https://usaidinfo.usaid.gov/,U.S. Agency for International Development,M/CIO,FALSE
https://usaidinfotest.usaid.gov/,U.S. Agency for International Development,M/CIO,FALSE
https://usalearning.gov/,Office of Personnel Management,OPM Center for Leadership Development,FALSE
https://usaptraining.opm.gov/login/index.php,Office of Personnel Management,Office Of Personnel Management,FALSE
https://usarelativity.justice.gov/,Department of Justice,U.S. Department of Justice,FALSE
https://usaremote.justice.gov/,Department of Justice,U.S. Department of Justice,FALSE
https://usaremote2.justice.gov/,Department of Justice,U.S. Department of Justice,FALSE
https://usasoc.usajobs.gov/Search/Results?a=ARSP&s=startdate&sd=desc&p=1,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usatrade.census.gov/,Department of Commerce,U.S. Census Bureau,TRUE
https://usaxs.xray.aps.anl.gov/,Department of Energy,Argonne National Laboratory,FALSE
https://uscis.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usda-fsa.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usda-rd.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usda.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usdaadvantage.gsa.gov/advantage/ws/main/start_page?store=USDA,General Services Administration,"GSA, IDI, ECAS II",TRUE
https://usdalinc.sc.egov.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://usdaminc.sc.egov.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://user.ornl.gov/,Department of Energy,Oak Ridge National Laboratory,FALSE
https://user88.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://userdocuments.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://userdocuments.support.nasa.gov/,National Aeronautics and Space Administration,NASA Office of the Chief Information Officer,FALSE
https://userfees.fda.gov/,Department of Health and Human Services,U. S. Food and Drug Administration,FALSE
https://usermeeting.jgi.doe.gov/,Department of Energy,"US Department of Energy, Office of the CIO",FALSE
https://userregistration.nci.nih.gov/edir,Department of Health and Human Services,National Institutes of Health,FALSE
https://usgeo.gov/,National Aeronautics and Space Administration,NASA Langley Research Center,FALSE
https://usgovernmentmanual.gov/,Government Publishing Office,Office of Federal Register (NF),FALSE
https://usgs.github.io/pdl/,Department of the Interior,U.S. Geological Survey,FALSE
https://usgs.nfpors.gov/,Department of the Interior,National Fire Plan Operations & Reporting System,FALSE
https://usgsi.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usicecenter.gov/,Department of Commerce,U. S. National Ice Center,TRUE
https://usitc.gov/,United States International Trade Commission,OCIO,TRUE
https://usmc.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usmdp.lbl.gov/,Department of Energy,Lawrence Berkeley National Laboratory,FALSE
https://usms.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usna.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://usnagis.ba.ars.usda.gov/,U.S. Department of Agriculture,USDA,FALSE
https://uspas.fnal.gov/,Department of Energy,Fermi National Accelerator Laboratory,FALSE
https://usphs.gov/,Department of Health and Human Services,Office of the Secretary,TRUE
https://usphs.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://usphstraining.hhs.gov/login/index.php,Department of Health and Human Services,Office of the Secretary,FALSE
https://uspto.data.commerce.gov/,Department of Commerce,Depatment of Commerce,FALSE
https://uspto.usajobs.gov/,Office of Personnel Management,OPM Human Resource Solutions,TRUE
https://ussm.gsa.gov/,General Services Administration,"GSA, OGP, Web Portfolio",TRUE
https://ustaxcourt.gov/,U.S. Courts,United States Tax Court,FALSE
https://ustda.gov/,United States Trade and Development Agency,US Trade and Development Agency,FALSE
https://ustda.stage.max.gov/,Executive Office of the President,"Office of Management and Budget, Budget Review Division",FALSE
https://ustr.gov/,Executive Office of the President,United States Trade Representative,FALSE
https://usvi.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://usvpn.peacecorps.gov/global-protect/login.esp,U.S. Peace Corps,Peace Corps,FALSE
https://ut.blm.gov/,Department of the Interior,Bureau of Land Management - Main Domain,FALSE
https://utahfireinfo.gov/,Department of the Interior,Bureau of Land Management - Utah Fire Info Domain,FALSE
https://utetribe.nsopw.gov/,Department of Justice,"U.S. Department of Justice, Office of Justice Programs",FALSE
https://utilities.sss.gov/,Selective Service System,Selective Service System,FALSE
https://utopia.gss.anl.gov/filesender/,Department of Energy,Argonne National Laboratory,FALSE
https://utrams.usaid.gov/,U.S. Agency for International Development,M/CIO,FALSE
https://uts-green.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://uts-qa-green.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://uts-qa.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://uts.awsint.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://uts.awsprod.nlm.nih.gov/uts/,Department of Health and Human Services,National Institutes of Health,TRUE
https://uts.awsqa.nlm.nih.gov/,Department of Health and Human Services,National Institutes of Health,TRUE
https://uts.nlm.nih.gov/uts/,Department of Health and Human Services,National Institutes of Health,TRUE
